STUDBME1,STUDBME2,CMP_LAB1,CMP_LAB2,CMP_LAB3,CMP_LAB4,target
0,-55,-54,-54,-54,-57,12
0,-54,-54,-52,-52,-52,12
0,-58,-50,-51,-52,-52,12
0,-69,-50,-53,-55,-52,12
0,-62,-50,-53,-54,-56,12
0,-71,-62,-53,-54,-60,12
-72,-70,-62,-59,-61,-59,12
-72,-70,-62,-64,-62,-61,12
-72,-68,-62,-81,-60,-59,12
-72,-73,-56,-56,-60,-73,12
-72,-69,-65,-63,-66,-63,12
-72,-74,-56,-57,-57,-55,12
-72,-68,-66,-67,-67,-66,12
-84,-74,-70,-72,-72,-72,12
-84,-71,-65,-65,-64,-65,12
